smiles,homo,lumo,gap
COC(=O)C1C(C)C1O,-0.242,0.0006,0.2426
COC(=O)C1C(C)N1C,-0.2251,0.0013,0.2264
COC(=O)C1C(O)C1O,-0.2382,-0.009,0.2292
COC(=O)N1C(C)C1C,-0.2457,0.0419,0.2876
OCC(=O)C1C(O)C1O,-0.2511,-0.0458,0.2053
CCC(=O)C1C2CC1C2,-0.2363,-0.0121,0.2241
CCC(=O)C1C2CC1O2,-0.2361,-0.0246,0.2115
CCC(=O)C1C2CN1C2,-0.2399,-0.0201,0.2198
CCC(=O)N1C2CC1C2,-0.2286,0.0197,0.2482
CNC(=O)C1C2CC1C2,-0.238,0.0283,0.2663
CNC(=O)C1C2CC1O2,-0.2376,0.0137,0.2513
CNC(=O)C1C2CN1C2,-0.2414,0.0301,0.2716
CNC(=O)N1C2CC1C2,-0.2284,0.0491,0.2776
COC(=O)C1C2CC1C2,-0.2624,0.0131,0.2756
COC(=O)C1C2CC1O2,-0.245,-0.0057,0.2393
COC(=O)C1C2CN1C2,-0.2373,-0.0068,0.2305
COC(=O)N1C2CC1C2,-0.2399,0.0407,0.2806
OCC(=O)C1C2CC1C2,-0.2601,-0.0301,0.2299
OCC(=O)C1C2CC1O2,-0.2506,-0.0432,0.2074
OCC(=O)C1C2CN1C2,-0.2428,-0.0203,0.2225
OCC(=O)N1C2CC1C2,-0.2459,0.0057,0.2516
CCC(=O)C1C2CCC12,-0.2292,-0.0079,0.2213
CCC(=O)C1C2CCN12,-0.2369,-0.0226,0.2144
CCC(=O)C1C2COC12,-0.231,-0.0108,0.2201
CCC(=O)N1C2CCC12,-0.2329,0.0122,0.2451
CNC(=O)C1C2CCC12,-0.2332,0.0327,0.2659
CNC(=O)C1C2CCN12,-0.2316,0.0159,0.2475
CNC(=O)C1C2COC12,-0.2341,0.0302,0.2643
CNC(=O)N1C2CCC12,-0.2266,0.0395,0.2661
COC(=O)C1C2CCC12,-0.2534,0.0139,0.2673
COC(=O)C1C2CCN12,-0.2386,-0.0022,0.2364
COC(=O)C1C2COC12,-0.2409,0.01,0.2509
COC(=O)N1C2CCC12,-0.2384,0.0341,0.2725
OCC(=O)C1C2CCC12,-0.251,-0.0247,0.2264
OCC(=O)C1C2CCN12,-0.2488,-0.0394,0.2094
OCC(=O)C1C2COC12,-0.247,-0.0274,0.2196
OCC(=O)N1C2CCC12,-0.2471,-0.0024,0.2447
CCC(=O)C1CC(=N)O1,-0.2536,-0.03,0.2236
CCC(=O)C1CC(=O)C1,-0.2473,-0.0234,0.2239
CCC(=O)C1CC(=O)N1,-0.2511,-0.0285,0.2226
CCC(=O)C1CC(=O)O1,-0.2624,-0.0352,0.2272
CCC(=O)N1CC(=O)C1,-0.2504,-0.0418,0.2086
CNC(=O)C1CC(=N)O1,-0.2525,0.0137,0.2661
CNC(=O)C1CC(=O)C1,-0.2432,-0.016,0.2272
CNC(=O)C1CC(=O)N1,-0.2496,0.0129,0.2625
CNC(=O)C1CC(=O)O1,-0.2603,-0.0041,0.2561
CNC(=O)N1CC(=O)C1,-0.2509,-0.0355,0.2154
COC(=N)N1CC(=O)C1,-0.2371,-0.0381,0.199
COC(=O)C1CC(=N)O1,-0.2683,-0.0144,0.2539
COC(=O)C1CC(=O)C1,-0.249,-0.0223,0.2267
COC(=O)C1CC(=O)N1,-0.2559,-0.0047,0.2512
COC(=O)C1CC(=O)O1,-0.2866,-0.0194,0.2672
COC(=O)N1CC(=O)C1,-0.2592,-0.0393,0.2199
OCC(=N)N1CC(=O)C1,-0.2468,-0.0499,0.1969
OCC(=O)C1CC(=N)O1,-0.2732,-0.0467,0.2264
C1C(CC1=O)C(=O)CO,-0.257,-0.041,0.2159
OCC(=O)C1CC(=O)N1,-0.2641,-0.0453,0.2188
OCC(=O)C1CC(=O)O1,-0.2822,-0.0521,0.2301
C1C(=O)CN1C(=O)CO,-0.264,-0.0527,0.2113
CC1CC(C1)C(=O)CO,-0.2614,-0.024,0.2374
CC1CC(O1)C(=O)CO,-0.2522,-0.0306,0.2217
CC1CN(C1)C(=O)CO,-0.2454,0.0229,0.2684
CCC(=O)C1CC(C)C1,-0.237,-0.0074,0.2296
CCC(=O)C1CC(C)O1,-0.2325,-0.0136,0.2189
CCC(=O)C1CC(O)C1,-0.244,-0.0256,0.2184
CCC(=O)N1CC(C1)C,-0.2311,0.0374,0.2685
CCC(=O)N1CC(C1)O,-0.234,0.0339,0.2679
CN1CC(C1)C(=O)CO,-0.2232,-0.0334,0.1898
CNC(=O)C1CC(C)C1,-0.2405,0.0327,0.2732
CNC(=O)C1CC(C)O1,-0.2336,0.0332,0.2667
CNC(=O)C1CC(O)C1,-0.2361,0.0192,0.2553
CC1CN(C1)C(=O)NC,-0.2291,0.061,0.2901
CNC(=O)N1CC(C1)O,-0.233,0.0616,0.2946
COC(=O)C1CC(C)C1,-0.265,0.0128,0.2778
COC(=O)C1CC(C)N1,-0.2247,0.0081,0.2328
COC(=O)C1CC(C)O1,-0.2497,-0.0015,0.2482
COC(=O)C1CC(O)C1,-0.245,-0.0003,0.2447
CC1CN(C1)C(=O)OC,-0.2361,0.0554,0.2915
COC(=O)N1CC(C1)O,-0.2402,0.052,0.2923
OCC(=O)C1CC(O)C1,-0.2543,-0.0413,0.213
C1C(CN1C(=O)CO)O,-0.2482,0.0199,0.2681
CC1(C)CC1C(=O)CO,-0.2614,-0.0242,0.2372
CC1(CN1C(=O)CO)C,-0.2559,0.0013,0.2572
CC1(C)NC1C(=O)CO,-0.2546,-0.0308,0.2238
CC1(C)OC1C(=O)CO,-0.2678,-0.0421,0.2258
CC1(O)CC1C(=O)CO,-0.2618,-0.0275,0.2343
CCC(=O)C1CC1(C)C,-0.2381,-0.0081,0.2301
CCC(=O)C1CC1(C)O,-0.2411,-0.0113,0.2298
CCC(=O)C1NC1(C)C,-0.2352,-0.0138,0.2214
CCC(=O)C1OC1(C)C,-0.2456,-0.0247,0.2209
CCC(=O)N1CC1(C)C,-0.2394,0.0163,0.2557
CNC(=O)C1CC1(C)C,-0.2421,0.0317,0.2738
CNC(=O)C1CC1(C)O,-0.2452,0.0288,0.274
CNC(=O)C1NC1(C)C,-0.2366,0.0248,0.2614
CNC(=O)C1OC1(C)C,-0.2479,0.0126,0.2605
CC1(CN1C(=O)NC)C,-0.2403,0.0501,0.2904
COC(=O)C1CC1(C)C,-0.2642,0.0138,0.278
COC(=O)C1CC1(C)O,-0.2614,0.0105,0.2719
COC(=O)C1NC1(C)C,-0.2483,0.0079,0.2562
COC(=O)C1OC1(C)C,-0.268,-0.0049,0.2631
CC1(CN1C(=O)OC)C,-0.2516,0.037,0.2887
CCC(=O)C1CC1C#C,-0.2413,-0.0155,0.2259
CCC(=O)C1CC1C#N,-0.2599,-0.0317,0.2282
CCC(=O)C1NC1C#C,-0.2413,-0.0206,0.2207
CCC(=O)C1NC1C#N,-0.2574,-0.0371,0.2202
CCC(=O)C1OC1C#C,-0.2501,-0.0316,0.2186
CCC(=O)C1OC1C#N,-0.2682,-0.0506,0.2175
CCC(=O)N1CC1C#C,-0.2476,0.0064,0.254
CCC(=O)N1CC1C#N,-0.2658,-0.0113,0.2546
CNC(=O)C1CC1C#C,-0.2365,0.0147,0.2512
CNC(=O)C1CC1C#N,-0.2608,0.0045,0.2653
CNC(=O)C1NC1C#C,-0.2408,0.0112,0.252
CNC(=O)C1NC1C#N,-0.2558,-0.0083,0.2475
CNC(=O)C1OC1C#C,-0.251,-0.0037,0.2473
CNC(=O)C1OC1C#N,-0.266,-0.0256,0.2404
CNC(=O)N1CC1C#C,-0.2431,0.0282,0.2713
CNC(=O)N1CC1C#N,-0.2623,0.0101,0.2724
COC(=N)N1CC1C#C,-0.2396,0.0173,0.2569
COC(=N)N1CC1C#N,-0.2589,-0.0045,0.2545
COC(=O)C1CC1C#C,-0.2496,0.0042,0.2538
COC(=O)C1CC1C#N,-0.2845,-0.0121,0.2724
COC(=O)C1NC1C#C,-0.255,-0.0034,0.2516
COC(=O)C1NC1C#N,-0.278,-0.021,0.257
COC(=O)C1OC1C#C,-0.269,-0.0155,0.2535
COC(=O)C1OC1C#N,-0.2913,-0.0355,0.2558
COC(=O)N1CC1C#C,-0.2547,0.0171,0.2718
COC(=O)N1CC1C#N,-0.2819,-0.0022,0.2797
OCC(=N)N1CC1C#C,-0.2507,0.0038,0.2545
OCC(=N)N1CC1C#N,-0.2654,-0.016,0.2493
OCC(=O)C1CC1C#C,-0.2556,-0.0316,0.224
OCC(=O)C1CC1C#N,-0.2785,-0.0478,0.2307
OCC(=O)C1NC1C#C,-0.2602,-0.0367,0.2235
OCC(=O)C1NC1C#N,-0.2719,-0.0533,0.2186
OCC(=O)C1OC1C#C,-0.2723,-0.0491,0.2232
OCC(=O)C1OC1C#N,-0.2884,-0.0679,0.2206
OCC(=O)N1CC1C#C,-0.2609,-0.0083,0.2526
OCC(=O)N1CC1C#N,-0.2772,-0.026,0.2512
CCC(=O)C1CC1C=O,-0.2413,-0.0365,0.2048
CCC(=O)C1CN1C=O,-0.2504,-0.0386,0.2117
CCC(=O)C1NC1C=O,-0.2442,-0.0432,0.201
CCC(=O)C1OC1C=O,-0.2574,-0.0578,0.1996
CCC(=O)N1CC1C=O,-0.2566,-0.0365,0.2201
CNC(=O)C1CC1C=O,-0.2371,-0.0185,0.2187
CNC(=O)C1CN1C=O,-0.2471,-0.0032,0.2439
CNC(=O)C1NC1C=O,-0.25,-0.0377,0.2123
CNC(=O)C1OC1C=O,-0.2504,-0.0395,0.2109
CNC(=O)N1CC1C=O,-0.2459,-0.0385,0.2074
COC(=N)N1CC1C=O,-0.242,-0.0485,0.1935
COC(=O)C1CC1C=O,-0.2457,-0.0273,0.2184
COC(=O)C1CN1C=O,-0.2557,-0.0201,0.2356
COC(=O)C1NC1C=O,-0.2559,-0.0395,0.2163
COC(=O)C1OC1C=O,-0.2677,-0.0534,0.2143
COC(=O)N1CC1C=O,-0.2599,-0.0478,0.212
OCC(=N)N1CC1C=O,-0.2624,-0.048,0.2144
OCC(=O)C1CC1C=O,-0.2528,-0.0507,0.2022
OCC(=O)C1CN1C=O,-0.2628,-0.0556,0.2073
OCC(=O)C1NC1C=O,-0.2566,-0.0586,0.198
OCC(=O)C1OC1C=O,-0.269,-0.0723,0.1967
OCC(=O)N1CC1C=O,-0.2638,-0.0573,0.2065
CCC(=O)C1CC2CC12,-0.2298,-0.007,0.2228
CCC(=O)C1CC2CN12,-0.2384,-0.0199,0.2184
CCC(=O)C1CC2NC12,-0.2267,-0.0026,0.2241
CCC(=O)C1CC2OC12,-0.237,-0.0166,0.2204
CCC(=O)C1CN2CC12,-0.2311,-0.0165,0.2145
CCC(=O)C1OC2CC12,-0.2384,-0.017,0.2213
CCC(=O)N1CC2CC12,-0.2274,0.0321,0.2595
CNC(=O)C1CC2CC12,-0.2347,0.0346,0.2693
CNC(=O)C1CC2CN12,-0.2371,0.0271,0.2641
CNC(=O)C1CC2NC12,-0.2262,0.0364,0.2626
CNC(=O)C1CC2OC12,-0.2361,0.0279,0.2641
CNC(=O)C1OC2CC12,-0.2383,0.018,0.2563
CNC(=O)N1CC2CC12,-0.2269,0.0576,0.2844
COC(=O)C1CC2CC12,-0.2495,0.0147,0.2642
COC(=O)C1CC2CN12,-0.2388,-0.0035,0.2353
COC(=O)C1CC2NC12,-0.2334,0.0215,0.2549
COC(=O)C1CC2OC12,-0.261,0.0139,0.2748
COC(=O)C1CN2CC12,-0.2392,0.0041,0.2433
COC(=O)C1NC2CC12,-0.2194,0.0091,0.2285
COC(=O)C1OC2CC12,-0.2442,0.0016,0.2459
COC(=O)N1CC2CC12,-0.234,0.0499,0.2839
OCC(=O)C1CC2CC12,-0.2501,-0.0248,0.2254
OCC(=O)C1CC2CN12,-0.2506,-0.0376,0.213
OCC(=O)C1CC2NC12,-0.2425,-0.0209,0.2215
OCC(=O)C1CC2OC12,-0.2595,-0.0292,0.2302
OCC(=O)C1CN2CC12,-0.2442,-0.0349,0.2094
OCC(=O)C1OC2CC12,-0.2533,-0.0356,0.2177
OCC(=O)N1CC2CC12,-0.2418,0.0193,0.2611
CCC(=O)C1CC=CC1,-0.2374,-0.0067,0.2306
CCC(=O)C1CN=CO1,-0.2448,-0.0223,0.2225
CCC(=O)N1CC=CC1,-0.2295,0.0106,0.2401
CNC(=O)C1CC=CC1,-0.2347,0.0272,0.2618
CNC(=O)C1CN=CO1,-0.2467,0.0121,0.2588
CNC(=O)N1CC=CC1,-0.224,0.0133,0.2373
COC(=O)C1CC=CC1,-0.2405,0.017,0.2575
COC(=O)C1CN=CO1,-0.2558,0.0011,0.2569
COC(=O)N1CC=CC1,-0.2304,0.0127,0.2431
OCC(=O)C1CC=CC1,-0.2483,-0.0244,0.2239
OCC(=O)C1CN=CO1,-0.261,-0.0407,0.2203
C1C=CCN1C(=O)CO,-0.2447,0.0011,0.2458
CCC(=N)N1CCC1=O,-0.2549,-0.0159,0.2389
CCC(=O)C1CCC1=O,-0.2445,-0.0384,0.206
CCC(=O)C1CNC1=O,-0.2488,-0.0207,0.2282
CCC(=O)C1COC1=N,-0.2564,-0.0255,0.2309
CCC(=O)C1COC1=O,-0.2643,-0.0356,0.2288
CCC(=O)C1OCC1=O,-0.251,-0.0515,0.1995
CCC(=O)N1CCC1=N,-0.2485,-0.0131,0.2353
CCC(=O)N1CCC1=O,-0.2578,-0.0283,0.2294
CNC(=N)N1CCC1=O,-0.2212,-0.0053,0.2159
CNC(=O)C1CCC1=O,-0.2429,-0.0352,0.2077
CNC(=O)C1CNC1=O,-0.2464,0.0138,0.2602
CNC(=O)C1COC1=N,-0.2528,0.0077,0.2606
CNC(=O)C1COC1=O,-0.2612,-0.0078,0.2533
CNC(=O)C1NCC1=O,-0.237,-0.0408,0.1962
CNC(=O)C1OCC1=O,-0.2502,-0.0489,0.2014
CNC(=O)N1CCC1=N,-0.2395,0.0036,0.2431
CNC(=O)N1CCC1=O,-0.2527,-0.011,0.2417
COC(=N)N1CCC1=N,-0.2343,0.0056,0.24
COC(=N)N1CCC1=O,-0.2523,-0.0071,0.2451
COC(=O)C1CCC1=O,-0.2515,-0.0321,0.2195
COC(=O)C1CNC1=O,-0.2595,-0.0025,0.257
COC(=O)C1COC1=N,-0.2705,-0.0066,0.2639
COC(=O)C1NCC1=O,-0.2501,-0.0365,0.2136
COC(=O)C1OCC1=O,-0.2697,-0.0473,0.2223
COC(=O)N1CCC1=N,-0.2516,-0.0044,0.2472
COC(=O)N1CCC1=O,-0.2646,-0.0168,0.2478
C1CN(C1=O)C(=O)CN,-0.2448,-0.0321,0.2127
OCC(=N)N1CCC1=O,-0.2568,-0.0179,0.2389
OCC(=O)C1CNC1=O,-0.2678,-0.0367,0.2311
OCC(=O)C1COC1=N,-0.2735,-0.0416,0.2319
OCC(=O)C1COC1=O,-0.2815,-0.0515,0.23
OCC(=O)C1OCC1=O,-0.2709,-0.0632,0.2077
OCC(=O)N1CCC1=N,-0.2566,-0.0264,0.2302
C1CN(C1=O)C(=O)CO,-0.2606,-0.0308,0.2298
CC1CCC1C(=O)CO,-0.2605,-0.0268,0.2337
CC1CCN1C(=O)CO,-0.246,0.0205,0.2666
CC1COC1C(=O)CO,-0.2511,-0.0369,0.2142
CC1OCC1C(=O)CO,-0.2567,-0.0385,0.2181
CCC(=O)C1CCC1C,-0.2369,-0.0094,0.2275
CCC(=O)C1CCC1O,-0.2462,-0.0226,0.2235
CCC(=O)C1CCN1C,-0.1999,-0.0144,0.1855
CCC(=O)C1COC1C,-0.2459,-0.0209,0.2251
CCC(=O)C1NCC1O,-0.2311,-0.0103,0.2208
CCC(=O)C1OCC1C,-0.2331,-0.0187,0.2143
CCC(=O)C1OCC1O,-0.2438,-0.0266,0.2173
CCC(=O)N1CCC1C,-0.2318,0.0338,0.2657
CN1CCC1C(=O)CO,-0.2321,-0.0273,0.2048
CNC(=O)C1CCC1C,-0.2401,0.0301,0.2702
CNC(=O)C1CCC1O,-0.2452,0.0193,0.2645
CNC(=O)C1CCN1C,-0.2017,0.0224,0.2241
CNC(=O)C1COC1C,-0.2425,0.0194,0.2619
CNC(=O)C1NCC1O,-0.2299,0.0259,0.2558
CNC(=O)C1OCC1C,-0.234,0.0303,0.2643
CNC(=O)C1OCC1O,-0.2308,0.0306,0.2614
CNC(=O)N1CCC1C,-0.2305,0.0604,0.2909
COC(=O)C1CCC1C,-0.2637,0.0129,0.2765
COC(=O)C1CCC1O,-0.2537,0.0011,0.2548
COC(=O)C1CCN1C,-0.2181,0.0119,0.2301
COC(=O)C1COC1C,-0.2487,0.0027,0.2514
COC(=O)C1NCC1C,-0.2261,0.0169,0.243
COC(=O)C1NCC1O,-0.2282,-0.0044,0.2238
COC(=O)C1OCC1C,-0.2497,0.0038,0.2535
COC(=O)C1OCC1O,-0.2551,-0.0193,0.2358
COC(=O)N1CCC1C,-0.2371,0.0518,0.2889
OCC(=O)C1CCC1O,-0.2605,-0.0382,0.2223
OCC(=O)C1NCC1O,-0.2421,-0.0422,0.1999
OCC(=O)C1OCC1O,-0.2587,-0.0545,0.2042
CCC(=O)C1CCC=C1,-0.2266,-0.0123,0.2144
CCC(=O)C1COC=N1,-0.2422,-0.0207,0.2215
CCC(=O)C1OCC=C1,-0.2239,-0.0186,0.2054
CCC(=O)N1CCC=C1,-0.2047,0.0031,0.2078
CNC(=O)C1CCC=C1,-0.2322,0.0161,0.2484
CNC(=O)C1COC=N1,-0.2406,0.0086,0.2492
CNC(=O)C1OCC=C1,-0.2273,0.0068,0.2341
CNC(=O)N1CCC=C1,-0.1989,0.0148,0.2137
CNC(=O)N1CCN=C1,-0.2308,-0.0006,0.2301
COC(=N)N1CCN=C1,-0.2244,0.0064,0.2308
COC(=O)C1CCC=C1,-0.2412,0.007,0.2482
COC(=O)C1COC=N1,-0.2539,-0.005,0.2489
COC(=O)C1NCC=C1,-0.215,0.0179,0.2329
COC(=O)C1OCC=C1,-0.2379,-0.0039,0.2341
COC(=O)N1CCC=C1,-0.2039,0.0165,0.2204
COC(=O)N1CCN=C1,-0.2376,-0.0019,0.2357
OCC(=N)N1CCN=C1,-0.2248,-0.0072,0.2176
OCC(=O)C1CCC=C1,-0.2439,-0.0281,0.2157
OCC(=O)C1COC=N1,-0.258,-0.0351,0.223
OCC(=O)C1OCC=C1,-0.2409,-0.0343,0.2066
C1CN(C=C1)C(=O)CO,-0.2068,0.0008,0.2076
C1CN(C=N1)C(=O)CO,-0.2396,-0.0183,0.2213
CCC(=O)C1CCCC1,-0.2382,-0.0048,0.2334
CCC(=O)C1CCCO1,-0.2292,-0.0088,0.2205
CCC(=O)C1CCOC1,-0.2454,-0.0148,0.2306
CCC(=O)C1COCO1,-0.2421,-0.0202,0.2219
CCC(=O)C1OCCO1,-0.2408,-0.0225,0.2183
CCC(=O)N1CCCC1,-0.2288,0.0398,0.2686
CNC(=N)C1OCCO1,-0.2208,0.0347,0.2555
CNC(=O)C1CCCC1,-0.2407,0.0371,0.2779
CNC(=O)C1CCCO1,-0.2303,0.0363,0.2666
CNC(=O)C1CCOC1,-0.2437,0.0284,0.2721
CNC(=O)C1COCO1,-0.2422,0.0284,0.2705
CNC(=O)C1OCCO1,-0.2343,0.0242,0.2585
CNC(=O)N1CCCC1,-0.223,0.0693,0.2923
COC(=O)C1CCCC1,-0.2648,0.0181,0.2829
COC(=O)C1CCCO1,-0.2469,0.0142,0.2612
COC(=O)C1CCOC1,-0.2525,0.0101,0.2626
COC(=O)C1COCO1,-0.2618,0.0045,0.2663
COC(=O)C1OCCO1,-0.2498,0.0002,0.25
COC(=O)N1CCCC1,-0.2308,0.0603,0.2911
C1CCC(C1)C(=O)CO,-0.2625,-0.0235,0.239
OCC(=O)C1CCCO1,-0.2478,-0.0271,0.2206
OCC(=O)C1CCOC1,-0.2611,-0.0331,0.2279
OCC(=O)C1COCO1,-0.2635,-0.036,0.2275
C1COC(O1)C(=O)CO,-0.2578,-0.0387,0.2191
C1CCN(C1)C(=O)CO,-0.2441,0.0249,0.2689
CCC(=O)CC#CC#C,-0.2411,-0.0195,0.2216
CCC(=O)CC#CC#N,-0.2692,-0.0411,0.2281
CNC(=O)CC#CC#C,-0.2437,-0.0268,0.2169
CNC(=O)CC#CC#N,-0.2662,-0.0546,0.2116
COC(=O)CC#CC#C,-0.2461,-0.0153,0.2308
COC(=O)CC#CC#N,-0.2889,-0.0433,0.2457
C#CC#CCC(=O)CO,-0.242,-0.0217,0.2203
C(C#CC#N)C(=O)CO,-0.2705,-0.0434,0.2271
CCC(=O)CC#CC=O,-0.2619,-0.0608,0.2012
CNC(=O)CC#CC=O,-0.2558,-0.0728,0.183
COC(=O)CC#CC=O,-0.2668,-0.0622,0.2046
C(C#CC=O)C(=O)CO,-0.2635,-0.0622,0.2013
CCC(=N)NC(=O)C#C,-0.2558,-0.054,0.2018
CCC(=O)CC(=O)C#C,-0.2537,-0.075,0.1787
CCC(=O)NC(=N)C#C,-0.2452,-0.0427,0.2025
CCC(=O)NC(=O)C#C,-0.2552,-0.0566,0.1987
CCC(=O)OC(=N)C#C,-0.2754,-0.0495,0.2259
CCC(=O)OC(=N)C#N,-0.2984,-0.0759,0.2225
CNC(=N)NC(=O)C#C,-0.2223,-0.0535,0.1688
CNC(=O)CC(=O)C#C,-0.2474,-0.0774,0.17
CNC(=O)NC(=N)C#C,-0.2445,-0.0452,0.1993
CNC(=O)NC(=O)C#C,-0.2577,-0.0461,0.2116
CNC(=O)OC(=N)C#C,-0.258,-0.052,0.2059
CNC(=O)OC(=N)C#N,-0.2787,-0.0665,0.2122
COC(=N)NC(=N)C#C,-0.2393,-0.0363,0.203
COC(=N)NC(=N)C#N,-0.2594,-0.0612,0.1981
COC(=N)NC(=O)C#C,-0.2594,-0.0486,0.2108
COC(=O)CC(=O)C#C,-0.2704,-0.0627,0.2077
COC(=O)NC(=N)C#C,-0.2614,-0.0408,0.2205
COC(=O)NC(=O)C#C,-0.2711,-0.0543,0.2167
[NH3+]CC(=N)[N-]C(=O)C#N,-0.2539,-0.0636,0.1903
[NH3+]CC(=O)[N-]C(=N)C#N,-0.265,-0.0457,0.2193
C#CC(=O)NC(=O)CN,-0.2485,-0.0604,0.188
NCC(=O)OC(=N)C#C,-0.2542,-0.0531,0.2011
NCC(=O)OC(=N)C#N,-0.2664,-0.0786,0.1877
C#CC(=N)NC(=N)CO,-0.2549,-0.0529,0.2021
C(C(=N)NC(=N)C#N)O,-0.2699,-0.0785,0.1913
C#CC(=O)NC(=N)CO,-0.2667,-0.0662,0.2005
C#CC(=O)CC(=O)CO,-0.2707,-0.084,0.1867
C#CC(=N)NC(=O)CO,-0.2472,-0.0444,0.2029
C#CC(=O)NC(=O)CO,-0.2576,-0.0585,0.1991
OCC(=O)OC(=N)C#C,-0.2789,-0.0612,0.2176
OCC(=O)OC(=N)C#N,-0.2913,-0.088,0.2033
CCC(=N)NC(=O)C=O,-0.2579,-0.0977,0.1602
CCC(=O)NC(=N)C=O,-0.2647,-0.082,0.1827
CCC(=O)NC(=O)C=O,-0.254,-0.0944,0.1596
CCC(=O)OC(=N)C=O,-0.2735,-0.0912,0.1823
CNC(=N)NC(=O)C=O,-0.2278,-0.0987,0.1292
CNC(=O)CC(=O)C=O,-0.2522,-0.1116,0.1406
CNC(=O)NC(=N)C=O,-0.2532,-0.092,0.1613
CNC(=O)NC(=O)C=O,-0.2622,-0.1003,0.1619
CNC(=O)OC(=N)C=O,-0.2665,-0.0955,0.171
COC(=N)NC(=N)C=O,-0.2551,-0.0756,0.1795
COC(=N)NC(=O)C=O,-0.2671,-0.098,0.169
C(C(=N)NC(=N)C=O)O,-0.2636,-0.098,0.1655
C(C(=N)NC(=O)C=O)O,-0.2705,-0.1084,0.1621
C(C(=O)NC(=N)C=O)O,-0.2539,-0.0889,0.165
C(C(=O)NC(=O)C=O)O,-0.2566,-0.0966,0.16
OCC(=O)OC(=N)C=O,-0.285,-0.1019,0.1831
CCC(=N)NC(=O)CC,-0.2427,-0.0081,0.2346
CCC(=N)NC(=O)CO,-0.2599,-0.0229,0.2369
CCC(=N)NC(=O)NC,-0.2415,0.017,0.2585
CCC(=N)NC(=O)OC,-0.2544,0.0054,0.2598
CCC(=N)OC(=O)CC,-0.2596,-0.0171,0.2425
CCC(=N)OC(=O)CN,-0.2514,-0.0208,0.2306
CCC(=N)OC(=O)CO,-0.2745,-0.031,0.2435
CCC(=N)OC(=O)NC,-0.2572,0.011,0.2682
CCC(=O)CC(=O)CC,-0.2471,-0.0389,0.2082
CCC(=O)CC(=O)CO,-0.2495,-0.0404,0.2091
CCC(=O)CC(=O)NC,-0.2411,-0.0312,0.2098
CCC(=O)CC(=O)OC,-0.247,-0.0217,0.2253
CCC(=O)NC(=N)CO,-0.255,-0.0099,0.2451
CCC(=O)NC(=N)OC,-0.2419,0.0057,0.2477
CCC(=O)NC(=O)CC,-0.2406,-0.0164,0.2242
CCC(=O)NC(=O)CN,-0.2385,-0.0205,0.218
CCC(=O)NC(=O)CO,-0.2429,-0.0179,0.225
CCC(=O)NC(=O)NC,-0.243,0.002,0.2451
CCC(=O)NC(=O)OC,-0.2544,-0.0073,0.2471
CNC(=N)NC(=O)CO,-0.2266,-0.0164,0.2103
CNC(=N)NC(=O)OC,-0.2161,0.0187,0.2348
CNC(=O)CC(=N)OC,-0.2352,0.0112,0.2464
CNC(=O)CC(=O)CO,-0.2537,-0.0447,0.209
CNC(=O)CC(=O)NC,-0.2393,0.0147,0.254
CNC(=O)CC(=O)OC,-0.2455,-0.0037,0.2418
CNC(=O)NC(=N)CO,-0.2445,0.0139,0.2584
CNC(=O)NC(=N)OC,-0.2412,0.0282,0.2693
CNC(=O)NC(=O)CN,-0.2507,-0.0107,0.24
CNC(=O)NC(=O)CO,-0.2608,-0.0215,0.2393
CNC(=O)NC(=O)NC,-0.2413,0.027,0.2683
CNC(=O)NC(=O)OC,-0.2548,0.0183,0.2731
COC(=N)CC(=O)CO,-0.266,-0.0406,0.2254
COC(=N)CC(=O)OC,-0.2601,0.0013,0.2614
COC(=N)NC(=N)CN,-0.2293,0.0155,0.2448
COC(=N)NC(=N)CO,-0.2367,0.0085,0.2452
COC(=N)NC(=N)OC,-0.2378,0.0278,0.2656
COC(=N)NC(=O)CO,-0.2624,-0.0145,0.2479
COC(=N)NC(=O)OC,-0.2523,0.0167,0.2691
COC(=O)CC(=O)CO,-0.2674,-0.0362,0.2312
COC(=O)CC(=O)OC,-0.2734,0.0073,0.2807
COC(=O)NC(=N)CO,-0.2532,0.0057,0.259
COC(=O)NC(=O)CN,-0.2462,-0.0112,0.2351
COC(=O)NC(=O)CO,-0.274,-0.0223,0.2517
C(C(=O)NC(=O)CN)N,-0.2374,-0.0245,0.2129
C(C(=O)NC(=O)CO)N,-0.2519,-0.0354,0.2165
C(C(=N)NC(=N)CO)O,-0.2471,-0.0112,0.2359
C(C(=N)NC(=O)CO)O,-0.2705,-0.0367,0.2338
OCC(=N)OC(=O)CO,-0.2741,-0.0432,0.2308
C(C(=O)CO)C(=O)CO,-0.2803,-0.0633,0.2171
C(C(=O)NC(=O)CO)O,-0.2452,-0.0195,0.2257
CC(C)(C)CC(=O)CO,-0.262,-0.0274,0.2346
CC(C)(C)NC(=O)CO,-0.2533,0.0217,0.275
CC(C)(C)OC(=O)CN,-0.242,0.018,0.26
CC(C)(C)OC(=O)CO,-0.2656,0.0074,0.273
CC(C)(CC(=O)CO)O,-0.2606,-0.0251,0.2355
CCC(=O)CC(C)(C)C,-0.2396,-0.0095,0.2301
CCC(=O)CC(C)(C)O,-0.2501,-0.0228,0.2272
CCC(=O)NC(C)(C)C,-0.2374,0.0358,0.2732
CCC(=O)OC(C)(C)C,-0.2585,0.0215,0.28
