idx,smiles
110246,A--_-----)!CF!CF@CF[8l@CF[8m!CH!CF4!CG@CF%[8l8m!CF====================
110247,A--_-----)!CF!CH@CF[8l@CF[8m!CF!CF4!CF@CF%[8l8m!CF====================
110248,A--_-----)!CF!CH@CF[8l@CF[8m!CF!CF4!CF@CF%[8l8m!CH====================
110249,A--_-----)!CF!CH@CF[8l@CF[8m!CH!CF4!CG@CF%[8l8m!CF====================
110250,A--_-----)!CH!CF@CF[8l@CF[8m!CF!CF4!CF@CF%[8l8m!CH====================
110251,A--_-----)!CF!CF@CF[8l@CF[8m!CF!CF4!CF!CF@CF%[8l8m====================
110252,A--_-----)!CF!CF@CF[8l@CF[8m!CF!CG4!CF!CH@CF%[8l8m====================
110253,A--_-----)!CF!CH@CF[8l@CF[8m!CF!CF4!CF!CF@CF%[8l8m====================
110254,A--_-----)!CF!CH@CF[8l@CF[8m!CF!CG4!CF!CH@CF%[8l8m====================
110255,A--_-----)!CH!CF@CF[8l@CF[8m!CF!CF4!CF!CF@CF%[8l8m====================
110256,A--_-----)!CH!CF@CF[8l@CF[8m!CF!CF4!CF!CF@CG%[8l8m====================
110257,A--_-----)!CH!CF@CF[8l@CF[8m!CF!CG4!CF!CH@CF%[8l8m====================
110258,A-------)!CF!CF@CF[8l@CF[8m!CF!CF#CF&(4)!CH@CF%[8l8m==================
110259,A-------)!CF!CF@CF[8l@CF[8m!CF!CF#CF&(4)!CH@CG%[8l8m==================
110260,A-------)!CF!CF@CF[8l@CF[8m!CF!CG#CF&(4)!CH@CF%[8l8m==================
110261,A-------)!CF!CF@CF[8l@CF[8m!CF!CG#CF&(4)!CH@CG%[8l8m==================
110262,A-------)!CF!CF@CF[8l@CF[8m!CF!CH#CF&(4)!CG@CF%[8l8m==================
110263,A-------)!CF!CF@CF[8l@CF[8m!CF!CH#CF&(4)!CG@CG%[8l8m==================
110264,A-------)!CF!CF@CF[8l@CF[8m!CF!CH#CF&(4)!CH@CF%[8l8m==================
110265,A-------)!CF!CF@CF[8l@CF[8m!CF!CH#CF&(4)!CH@CG%[8l8m==================
110266,A_-------)!CF!CF@CF[8l@CF[8m@CG[8l!CF!CF@CF[8m4!CH====================
110267,A-------)!CF!CF@CF[8l@CF[8m!CH!CF#CF&(4)!CH@CF%[8l8m==================
110268,A-------)!CF!CF@CG[8l@CF[8m!CF!CF#CF&(4)!CH@CF%[8l8m==================
110269,A-------)!CF!CF@CG[8l@CF[8m!CF!CG#CF&(4)!CH@CF%[8l8m==================
110270,A-------)!CF!CF@CG[8l@CF[8m!CF!CH#CF&(4)!CG@CF%[8l8m==================
110271,A-------)!CF!CF@CG[8l@CF[8m!CF!CH#CF&(4)!CH@CF%[8l8m==================
110272,A-------)!CF!CH@CF[8l@CF[8m!CF!CF#CF&(4)!CH@CF%[8l8m==================
110273,A-------)!CF!CH@CF[8l@CF[8m!CF!CG#CF&(4)!CH@CF%[8l8m==================
110274,A-------)!CF!CH@CF[8l@CF[8m!CF!CH#CF&(4)!CG@CF%[8l8m==================
110275,A-------)!CF!CH@CF[8l@CF[8m!CF!CH#CF&(4)!CH@CF%[8l8m==================
110276,A-------)!CF!CH@CF[8l@CF[8m!CG!CF#CF&(4)!CH@CF%[8l8m==================
110277,A-------)!CF!CH@CF[8l@CF[8m!CH!CF#CF&(4)!CH@CF%[8l8m==================
110278,A-------)!CH!CF@CF[8l@CF[8m!CF!CF#CF&(4)!CH@CF%[8l8m==================
110279,A-------)!CH!CF@CF[8l@CF[8m!CF!CF#CF&(4)!CH@CG%[8l8m==================
110280,A-------)!CH!CF@CF[8l@CF[8m!CF!CG#CF&(4)!CH@CF%[8l8m==================
110281,A-------)!CH!CF@CF[8l@CF[8m!CF!CG#CF&(4)!CH@CG%[8l8m==================
110282,A-------)!CH!CF@CF[8l@CF[8m!CF!CH#CF&(4)!CG@CF%[8l8m==================
110283,A-------)!CH!CF@CF[8l@CF[8m!CF!CH#CF&(4)!CG@CG%[8l8m==================
110284,A-------)!CH!CF@CF[8l@CF[8m!CF!CH#CF&(4)!CH@CF%[8l8m==================
110285,A-------)!CH!CF@CF[8l@CF[8m!CF!CH#CF&(4)!CH@CG%[8l8m==================
110286,A_-------)!CH!CF@CF[8l@CF[8m@CG[8l!CF!CF@CF[8m4!CH====================
110287,A-------)!CH!CF@CF[8l@CF[8m!CG!CF#CF&(4)!CH@CF%[8l8m==================
110288,A-------)!CH!CF@CF[8l@CF[8m!CH!CF#CF&(4)!CH@CF%[8l8m==================
110289,A------)!CF@CF[8l!CF!CF@CF[8m#CF&*-)!CF!CH@CF%[8l8m===================
110290,A------)!CF@CF[8l!CF!CF@CF[8m#CF&*-)!CF!CH@CG%[8l8m===================
110291,A------)!CF@CF[8l!CF!CF@CG[8m#CF&*-)!CF!CH@CF%[8l8m===================
110292,A------)!CF@CF[8l!CF!CH@CF[8m#CF&*-)!CF!CH@CF%[8l8m===================
110293,A------)!CF@CF[8l!CH!CF@CF[8m#CF&*-)!CF!CH@CF%[8l8m===================
110294,A-------)!CF!CF@CF[8l@CF[8m#CF&*)!CH!CF!CF@CG%[8l8m===================
110295,A-------)!CF!CF@CF[8l@CF[8m!CF!CF#CF&*)!CF@CF%[8l8m===================
110296,A-------)!CF!CF@CF[8l@CF[8m!CF!CF#CF&*)!CH@CF%[8l8m===================
110297,A-------)!CF!CF@CF[8l@CF[8m!CF!CH#CF&*)!CF@CF%[8l8m===================
110298,A-------)!CF!CF@CF[8l@CF[8m!CH!CF#CF&*)!CF@CF%[8l8m===================
110299,A-------)!CF!CF@CF[8l@CF[8m!CH!CF#CF&*)!CH@CF%[8l8m===================
110300,A-------)!CF!CF@CG[8l@CF[8m!CF!CF#CF&*)!CH@CF%[8l8m===================
110301,A-------)!CF!CF@CG[8l@CF[8m!CF!CH#CF&*)!CF@CF%[8l8m===================
110302,A-------)!CF!CH@CF[8l@CF[8m!CF!CF#CF&*)!CF@CF%[8l8m===================
110303,A-------)!CF!CH@CF[8l@CF[8m!CF!CF#CF&*)!CH@CF%[8l8m===================
110304,A-------)!CF!CH@CF[8l@CF[8m!CF!CH#CF&*)!CF@CF%[8l8m===================
110305,A-------)!CF!CH@CF[8l@CF[8m!CH!CF#CF&*)!CF@CF%[8l8m===================
110306,A-------)!CF!CH@CF[8l@CF[8m!CH!CF#CF&*)!CH@CF%[8l8m===================
110307,A-------)!CH!CF@CF[8l@CF[8m#CF&*)!CH!CF!CF@CG%[8l8m===================
110308,A-------)!CH!CF@CF[8l@CF[8m!CF!CF#CF&*)!CH@CF%[8l8m===================
110309,A-------)!CH!CF@CF[8l@CF[8m!CH!CF#CF&*)!CH@CF%[8l8m===================
110310,A_-------)!CF!CF@CF[8l@CF[8m!CF!CF@CF%[8l8m!CF5!CF====================
110311,A_-------)!CF!CF@CF[8l@CF[8m!CF!CF@CF%[8l8m!CF5!CG====================
110312,A_-------)!CF!CF@CF[8l@CF[8m!CF!CG@CF%[8l8m!CF5!CG====================
110313,A_-------)!CF!CF@CF[8l@CF[8m!CF!CH@CF%[8l8m!CF5!CF====================
110314,A_-------)!CF!CF@CF[8l@CF[8m!CF!CH@CF%[8l8m!CF5!CG====================
110315,A_-------)!CF!CF@CF[8l@CF[8m!CG!CF@CF%[8l8m!CF5!CG====================
110316,A_-------)!CF!CF@CF[8l@CF[8m!CH!CF@CF%[8l8m!CF5!CF====================
110317,A_-------)!CF!CF@CF[8l@CF[8m!CH!CF@CF%[8l8m!CF5!CG====================
110318,A_-------)!CF!CF@CF[8l@CG[8m!CF!CF@CF%[8l8m!CF5!CF====================
110319,A_-------)!CF!CF@CF[8l@CG[8m!CF!CF@CF%[8l8m!CF5!CG====================
110320,A_-------)!CF!CF@CG[8l@CF[8m!CF!CF@CF%[8l8m!CF5!CF====================
110321,A_-------)!CF!CF@CG[8l@CF[8m!CF!CF@CF%[8l8m!CF5!CG====================
110322,A_-------)!CF!CG@CF[8l@CF[8m!CF!CG@CF%[8l8m!CF5!CG====================
110323,A_-------)!CF!CG@CF[8l@CF[8m!CF!CH@CF%[8l8m!CF5!CG====================
110324,A_-------)!CF!CG@CF[8l@CF[8m!CG!CF@CF%[8l8m!CF5!CG====================
110325,A_-------)!CF!CG@CF[8l@CF[8m!CH!CF@CF%[8l8m!CF5!CG====================
110326,A_-------)!CF!CH@CF[8l@CF[8m!CF!CF@CF%[8l8m!CF5!CF====================
110327,A_-------)!CF!CH@CF[8l@CF[8m!CF!CF@CF%[8l8m!CF5!CG====================
110328,A_-------)!CF!CH@CF[8l@CF[8m!CF!CG@CF%[8l8m!CF5!CG====================
110329,A_-------)!CF!CH@CF[8l@CF[8m!CF!CH@CF%[8l8m!CF5!CF====================
110330,A_-------)!CF!CH@CF[8l@CF[8m!CF!CH@CF%[8l8m!CF5!CG====================
110331,A_-------)!CF!CH@CF[8l@CF[8m!CG!CF@CF%[8l8m!CF5!CG====================
110332,A_-------)!CF!CH@CF[8l@CF[8m!CH!CF@CF%[8l8m!CF5!CF====================
110333,A_-------)!CF!CH@CF[8l@CF[8m!CH!CF@CF%[8l8m!CF5!CG====================
110334,A_-------)!CH!CF@CF[8l@CF[8m!CF!CF@CF%[8l8m!CF5!CF====================
110335,A_-------)!CH!CF@CF[8l@CF[8m!CF!CF@CF%[8l8m!CF5!CG====================
110336,A_-------)!CH!CF@CF[8l@CF[8m!CF!CG@CF%[8l8m!CF5!CG====================
110337,A_-------)!CH!CF@CF[8l@CF[8m!CF!CH@CF%[8l8m!CF5!CF====================
110338,A_-------)!CH!CF@CF[8l@CF[8m!CF!CH@CF%[8l8m!CF5!CG====================
110339,A_-------)!CH!CF@CF[8l@CF[8m!CG!CF@CF%[8l8m!CF5!CG====================
110340,A_-------)!CH!CF@CF[8l@CF[8m!CH!CF@CF%[8l8m!CF5!CF====================
110341,A_-------)!CH!CF@CF[8l@CF[8m!CH!CF@CF%[8l8m!CF5!CG====================
110342,A_-------)!CH!CF@CF[8l@CG[8m!CF!CF@CF%[8l8m!CF5!CF====================
110343,A_-------)!CH!CF@CF[8l@CG[8m!CF!CF@CF%[8l8m!CF5!CG====================
110344,A_-------)!CF!CF@CF[8l@CF[8m!CF!CF@CF%[8l8m!CF4!CH====================
110345,A_-------)!CF!CF@CF[8l@CF[8m!CF!CH@CF%[8l8m!CF4!CH====================
110346,A_-------)!CF!CF@CF[8l@CF[8m!CH!CF@CF%[8l8m!CF4!CH====================
110347,A_-------)!CF!CF@CF[8l@CG[8m!CF!CF@CF%[8l8m!CF4!CH====================
110348,A_-------)!CF!CF@CG[8l@CF[8m!CF!CF@CF%[8l8m!CF4!CH====================
110349,A_-------)!CF!CH@CF[8l@CF[8m!CF!CF@CF%[8l8m!CF4!CH====================
110350,A_-------)!CF!CH@CF[8l@CF[8m!CF!CG@CF%[8l8m!CF4!CH====================
110351,A_-------)!CF!CH@CF[8l@CF[8m!CF!CH@CF%[8l8m!CF4!CH====================
110352,A_-------)!CF!CH@CF[8l@CF[8m!CH!CF@CF%[8l8m!CF4!CH====================
110353,A_-------)!CH!CF@CF[8l@CF[8m!CF!CF@CF%[8l8m!CF4!CH====================
110354,A_-------)!CH!CF@CF[8l@CF[8m!CF!CH@CF%[8l8m!CF4!CH====================
110355,A_-------)!CH!CF@CF[8l@CF[8m!CH!CF@CF%[8l8m!CF4!CH====================
110356,A_-------)!CH!CF@CF[8l@CG[8m!CF!CF@CF%[8l8m!CF4!CH====================
110357,A--------)!CF!CF@CF%[8l8m!CF!CF@CF[8l@CF[8m!CF!CH=====================
110358,A--------)!CF!CF@CF%[8l8m!CF!CF@CF[8l@CF[8m!CH!CF=====================
110359,A--------)!CF!CF@CF%[8l8m!CF!CF@CG[8l@CF[8m!CF!CH=====================
110360,A--------)!CF!CF@CF%[8l8m!CF!CH@CF[8l@CF[8m!CF!CH=====================
110361,A--------)!CF!CF@CF%[8l8m!CF!CH@CF[8l@CF[8m!CH!CF=====================
110362,A--------)!CF!CF@CF%[8l8m!CH!CF@CF[8l@CF[8m!CF!CH=====================
110363,A--------)!CF!CF@CF%[8l8m!CH!CF@CF[8l@CF[8m!CH!CF=====================
110364,A--------)!CF!CF@CF[8l@CF[8m!CF!CF@CF%[8l8m!CF!CF=====================
110365,A--------)!CF!CF@CF[8l@CF[8m!CF!CF@CF%[8l8m!CF!CH=====================
110366,A--------)!CF!CF@CF[8l@CF[8m!CF!CF@CF%[8l8m!CH!CF=====================
110367,A--------)!CF!CF@CF[8l@CF[8m!CF!CH@CF%[8l8m!CF!CF=====================
110368,A--------)!CF!CF@CF[8l@CF[8m!CF!CH@CF%[8l8m!CF!CH=====================
110369,A--------)!CF!CF@CF[8l@CF[8m!CH!CF@CF%[8l8m!CF!CF=====================
110370,A--------)!CF!CF@CF[8l@CF[8m!CH!CF@CF%[8l8m!CF!CH=====================
110371,A--------)!CF!CF@CF[8l@CF[8m!CH!CF@CF%[8l8m!CH!CF=====================
110372,A--------)!CF!CF@CF[8l@CG[8m!CF!CF@CF%[8l8m!CF!CH=====================
110373,A--------)!CF!CF@CG[8l@CF[8m!CF!CF@CF%[8l8m!CF!CH=====================
110374,A--------)!CF!CG@CF%[8l8m!CF!CH@CF[8l@CF[8m!CH!CF=====================
110375,A--------)!CF!CH@CF%[8l8m!CF!CF@CF[8l@CF[8m!CF!CH=====================
110376,A--------)!CF!CH@CF%[8l8m!CF!CH@CF[8l@CF[8m!CF!CH=====================
110377,A--------)!CF!CH@CF[8l@CF[8m!CF!CF@CF%[8l8m!CF!CH=====================
110378,A--------)!CF!CH@CF[8l@CF[8m!CF!CF@CF%[8l8m!CH!CF=====================
110379,A--------)!CF!CH@CF[8l@CF[8m!CF!CH@CF%[8l8m!CF!CH=====================
110380,A--------)!CF!CH@CF[8l@CF[8m!CG!CF@CF%[8l8m!CH!CF=====================
110381,A--------)!CF!CH@CF[8l@CF[8m!CH!CF@CF%[8l8m!CF!CH=====================
110382,A--------)!CF!CH@CF[8l@CF[8m!CH!CF@CF%[8l8m!CH!CF=====================
110383,A--------)!CH!CF@CF[8l@CF[8m!CF!CF@CF%[8l8m!CF!CH=====================
110384,A--------)!CH!CF@CF[8l@CF[8m!CF!CH@CF%[8l8m!CF!CH=====================
110385,A--------)!CH!CF@CF[8l@CF[8m!CH!CF@CF%[8l8m!CF!CH=====================
110386,A--------)!CH!CF@CF[8l@CG[8m!CF!CF@CF%[8l8m!CF!CH=====================
110387,A_-------)!CF!CF@CF[8l@CF[8m!CF!CF@CF[8l@CF[8m4!CH====================
110388,A_-------)!CF!CF@CF[8l@CF[8m!CF!CH@CF[8l@CF[8m4!CH====================
110389,A_-------)!CF!CF@CG[8l@CF[8m!CF!CF@CF[8l@CF[8m4!CH====================
110390,A_-------)!CF!CH@CF[8l@CF[8m!CF!CF@CF[8l@CF[8m4!CH====================
110391,A_-------)!CF!CH@CF[8l@CF[8m!CF!CH@CF[8l@CF[8m4!CH====================
110392,A_-------)!CH!CF@CF[8l@CF[8m!CF!CF@CF[8l@CF[8m4!CH====================
110393,A_-------)!CH!CF@CF[8l@CF[8m!CF!CH@CF[8l@CF[8m4!CH====================
110394,A--------)!CF@CF[8l@CF[8m!CF!CF@CF[8l@CF[8m!CF!CH=====================
110395,A--------)!CF@CF[8l@CF[8m!CF!CH@CF[8l@CF[8m!CF!CH=====================
110396,A--------)!CF!CF@CF[8l@CF[8m!CF!CF@CF[8l@CF[8m!CF=====================
110397,A--------)!CF!CF@CF[8l@CF[8m!CF!CF@CF[8l@CF[8m!CH=====================
110398,A--------)!CF!CF@CF[8l@CF[8m!CF!CH@CF[8l@CF[8m!CF=====================
110399,A--------)!CF!CF@CF[8l@CF[8m!CF!CH@CF[8l@CF[8m!CH=====================
110400,A--------)!CF!CH@CF[8l@CF[8m!CF!CF@CF[8l@CF[8m!CF=====================
110401,A--------)!CF!CH@CF[8l@CF[8m!CF!CF@CF[8l@CF[8m!CH=====================
110402,A--------)!CF!CH@CF[8l@CF[8m!CF!CF@CF[8l@CG[8m!CF=====================
110403,A--------)!CF!CH@CF[8l@CF[8m!CF!CH@CF[8l@CF[8m!CF=====================
110404,A--------)!CF!CH@CF[8l@CF[8m!CF!CH@CF[8l@CF[8m!CH=====================
110405,A--------)!CH!CF@CF[8l@CF[8m!CF!CF@CF[8l@CF[8m!CH=====================
110406,A--------)!CH!CF@CF[8l@CF[8m!CF!CH@CF[8l@CF[8m!CH=====================
110407,A_-------)!CF!CF@CF[8l@CF[8m!CF!CF@CF[8l!CF4@CF[8m====================
110408,A_-------)!CF!CF@CF[8l@CF[8m!CF!CH@CF[8l!CF4@CF[8m====================
110409,A_-------)!CF!CH@CF[8l@CF[8m!CF!CF@CF[8l!CF4@CF[8m====================
110410,A_-------)!CF!CH@CF[8l@CF[8m!CF!CH@CF[8l!CF4@CF[8m====================
110411,A_-------)!CH!CF@CF[8l@CF[8m!CF!CF@CF[8l!CF4@CF[8m====================
110412,A_-------)!CH!CF@CF[8l@CF[8m!CF!CH@CF[8l!CF4@CF[8m====================
110413,A--------)!CF!CF@CF[8l@CF[8m!CF!CF@CF[8l!CF@CF[8m=====================
110414,A--------)!CF!CF@CF[8l@CF[8m!CF!CF@CF[8l!CH@CF[8m=====================
110415,A--------)!CF!CF@CF[8l@CF[8m!CF!CH@CF[8l!CF@CH[8m=====================
110416,A--------)!CF!CF@CF[8l@CF[8m!CF!CH@CF[8l!CH@CF[8m=====================
110417,A--------)!CF!CH@CF[8l@CF[8m!CF!CF@CF[8l!CF@CF[8m=====================
110418,A--------)!CF!CH@CF[8l@CF[8m!CF!CF@CF[8l!CH@CF[8m=====================
110419,A--------)!CF!CH@CF[8l@CF[8m!CF!CH@CF[8l!CF@CH[8m=====================
110420,A--------)!CF!CH@CF[8l@CF[8m!CF!CH@CF[8l!CH@CF[8m=====================
110421,A--------)!CH!CF@CF[8l@CF[8m!CF!CF@CF[8l!CF@CF[8m=====================
110422,A--------)!CH!CF@CF[8l@CF[8m!CF!CF@CF[8l!CH@CF[8m=====================
110423,A--------)!CH!CF@CF[8l@CF[8m!CF!CH@CF[8l!CF@CH[8m=====================
110424,A--------)!CH!CF@CF[8l@CF[8m!CF!CH@CF[8l!CH@CF[8m=====================
110425,A_-------)!CF!CF@CF[8l@CF[8m!CF!CF@CF[8m@CF[8l4!CH====================
110426,A_-------)!CF!CF@CF[8l@CF[8m!CF!CF@CG[8m@CF[8l4!CH====================
110427,A_-------)!CF!CF@CF[8l@CF[8m!CF!CH@CF[8m@CF[8l4!CH====================
110428,A_-------)!CF!CF@CF[8l@CF[8m!CH!CF@CF[8m@CF[8l4!CH====================
110429,A_-------)!CF!CF@CF[8l@CG[8m!CF!CF@CF[8m@CF[8l4!CH====================
110430,A_-------)!CF!CF@CG[8l@CF[8m!CF!CF@CF[8m@CF[8l4!CH====================
110431,A_-------)!CF!CF@CG[8l@CF[8m!CF!CH@CF[8m@CF[8l4!CG====================
110432,A_-------)!CF!CF@CG[8l@CF[8m!CF!CH@CF[8m@CF[8l4!CH====================
110433,A_-------)!CF!CH@CF[8l@CF[8m!CF!CF@CF[8m@CF[8l4!CH====================
110434,A_-------)!CF!CH@CF[8l@CF[8m!CF!CF@CG[8m@CF[8l4!CG====================
110435,A_-------)!CF!CH@CF[8l@CF[8m!CF!CF@CG[8m@CF[8l4!CH====================
110436,A_-------)!CF!CH@CF[8l@CF[8m!CF!CH@CF[8m@CF[8l4!CH====================
110437,A_-------)!CF!CH@CF[8l@CF[8m!CH!CF@CF[8m@CF[8l4!CH====================
110438,A_-------)!CH!CF@CF[8l@CF[8m!CF!CF@CF[8m@CF[8l4!CH====================
110439,A_-------)!CH!CF@CF[8l@CF[8m!CF!CF@CG[8m@CF[8l4!CH====================
110440,A_-------)!CH!CF@CF[8l@CF[8m!CF!CH@CF[8m@CF[8l4!CH====================
110441,A_-------)!CH!CF@CF[8l@CF[8m!CH!CF@CF[8m@CF[8l4!CH====================
110442,A_-------)!CH!CF@CF[8l@CG[8m!CF!CF@CF[8m@CF[8l4!CH====================
110443,A-_------)!CF!CF@CF[8l@CF[8m!CF!CF!CF4!CF@CF%[8l8m====================
110444,A-_------)!CF!CF@CF[8l@CF[8m!CF!CH!CF4!CG@CF%[8l8m====================
110445,A-_------)!CF!CF@CF[8l@CF[8m!CH!CF!CF4!CF@CF%[8l8m====================
110446,A-_------)!CF!CH@CF[8l@CF[8m!CF!CF!CF4!CF@CF%[8l8m====================
110447,A-_------)!CF!CH@CF[8l@CF[8m!CF!CH!CF4!CG@CF%[8l8m====================
110448,A-_------)!CF!CH@CF[8l@CF[8m!CH!CF!CF4!CF@CF%[8l8m====================
110449,A---_----)!CH!CF@CF[8l@CF[8m!CF4!CF!CF!CF@CG%[8l8m====================
110450,A-_------)!CH!CF@CF[8l@CF[8m!CF!CF!CF4!CF@CF%[8l8m====================
110451,A-_------)!CH!CF@CF[8l@CF[8m!CF!CH!CF4!CG@CF%[8l8m====================
110452,A-_------)!CH!CF@CF[8l@CF[8m!CH!CF!CF4!CF@CF%[8l8m====================
110453,A--------)!CF@CF%[8l8m!CF!CF!CF@CF[8l@CF[8m!CF!CH=====================
110454,A--------)!CF@CF%[8l8m!CF!CF!CF@CG[8l@CF[8m!CF!CH=====================
110455,A--------)!CF@CF%[8l8m!CF!CF!CH@CF[8l@CF[8m!CF!CH=====================
110456,A--------)!CF@CF%[8l8m!CF!CH!CF@CF[8l@CF[8m!CF!CH=====================
110457,A--------)!CF@CF%[8l8m!CH!CF!CF@CF[8l@CF[8m!CF!CH=====================
110458,A--------)!CF@CF%[8l8m!CH!CF!CH@CF[8l@CF[8m!CF!CH=====================
110459,A--------)!CF!CF@CF[8l@CF[8m!CF!CF!CF@CF%[8l8m!CF=====================
110460,A--------)!CF!CF@CF[8l@CF[8m!CF!CF!CF@CF%[8l8m!CH=====================
110461,A--------)!CF!CF@CF[8l@CF[8m!CF!CF!CH@CF%[8l8m!CF=====================
110462,A--------)!CF!CF@CF[8l@CF[8m!CF!CH!CF@CF%[8l8m!CF=====================
110463,A--------)!CF!CF@CF[8l@CF[8m!CF!CH!CF@CF%[8l8m!CH=====================
110464,A--------)!CF!CF@CF[8l@CF[8m!CH!CF!CF@CF%[8l8m!CF=====================
110465,A--------)!CF!CF@CF[8l@CF[8m!CH!CF!CF@CF%[8l8m!CH=====================
110466,A--------)!CF!CF@CF[8l@CF[8m!CH!CF!CH@CF%[8l8m!CF=====================
110467,A--------)!CF!CF@CG[8l@CF[8m!CF!CH!CF@CF%[8l8m!CF=====================
110468,A--------)!CF!CH@CF[8l@CF[8m!CF!CF!CF@CF%[8l8m!CF=====================
110469,A--------)!CF!CH@CF[8l@CF[8m!CF!CF!CF@CF%[8l8m!CH=====================
110470,A--------)!CF!CH@CF[8l@CF[8m!CF!CF!CH@CF%[8l8m!CF=====================
110471,A--------)!CF!CH@CF[8l@CF[8m!CF!CH!CF@CF%[8l8m!CF=====================
110472,A--------)!CF!CH@CF[8l@CF[8m!CF!CH!CF@CF%[8l8m!CH=====================
110473,A--------)!CF!CH@CF[8l@CF[8m!CH!CF!CF@CF%[8l8m!CF=====================
110474,A--------)!CF!CH@CF[8l@CF[8m!CH!CF!CF@CF%[8l8m!CH=====================
110475,A--------)!CF!CH@CF[8l@CF[8m!CH!CF!CH@CF%[8l8m!CF=====================
110476,A--------)!CH!CF@CF[8l@CF[8m!CF!CF!CF@CF%[8l8m!CH=====================
110477,A--------)!CH!CF@CF[8l@CF[8m!CF!CH!CF@CF%[8l8m!CH=====================
110478,A--------)!CH!CF@CF[8l@CF[8m!CH!CF!CF@CF%[8l8m!CH=====================
110479,A--------)!CF!CF@CF[8l@CF[8m!CF!CF!CF!CF@CF%[8l8m=====================
110480,A--------)!CF!CF@CF[8l@CF[8m!CF!CF!CF!CH@CF%[8l8m=====================
110481,A--------)!CF!CF@CF[8l@CF[8m!CF!CF!CH!CF@CF%[8l8m=====================
110482,A--------)!CF!CF@CF[8l@CF[8m!CF!CH!CF!CF@CG%[8l8m=====================
110483,A--------)!CF!CF@CF[8l@CF[8m!CF!CH!CF!CH@CF%[8l8m=====================
110484,A--------)!CF!CF@CF[8l@CF[8m!CH!CF!CF!CH@CF%[8l8m=====================
110485,A--------)!CF!CF@CG[8l@CF[8m!CF!CF!CH!CF@CF%[8l8m=====================
110486,A--------)!CF!CH@CF[8l@CF[8m!CF!CF!CF!CF@CF%[8l8m=====================
110487,A--------)!CF!CH@CF[8l@CF[8m!CF!CF!CF!CH@CF%[8l8m=====================
110488,A--------)!CF!CH@CF[8l@CF[8m!CF!CF!CH!CF@CF%[8l8m=====================
110489,A--------)!CF!CH@CF[8l@CF[8m!CF!CH!CF!CH@CF%[8l8m=====================
110490,A--------)!CF!CH@CF[8l@CF[8m!CG!CF!CF!CH@CF%[8l8m=====================
110491,A--------)!CF!CH@CF[8l@CF[8m!CH!CF!CF!CH@CF%[8l8m=====================
110492,A--------)!CH!CF@CF[8l@CF[8m!CF!CF!CF!CF@CF%[8l8m=====================
110493,A--------)!CH!CF@CF[8l@CF[8m!CF!CF!CF!CF@CG%[8l8m=====================
110494,A--------)!CH!CF@CF[8l@CF[8m!CF!CF!CF!CH@CF%[8l8m=====================
110495,A--------)!CH!CF@CF[8l@CF[8m!CF!CF!CH!CF@CF%[8l8m=====================
110496,A--------)!CH!CF@CF[8l@CF[8m!CF!CH!CF!CF@CG%[8l8m=====================
110497,A--------)!CH!CF@CF[8l@CF[8m!CF!CH!CF!CH@CF%[8l8m=====================
110498,A--------)!CH!CF@CF[8l@CF[8m!CH!CF!CF!CH@CF%[8l8m=====================
110499,A----_-)!CF@CF[8l4!CF#CF&*-)!CF!CH@CF[8m!CF@CF%[8l8m==================
110500,A----_-)!CF@CF[8l4!CF#CF&*-)!CF!CH@CF[8m!CG@CF%[8l8m==================
110501,A----_-)!CF@CF[8l4!CF#CF&*-)!CF!CH@CF[8m!CH@CF%[8l8m==================
110502,A----_-)!CF@CF[8l4!CF#CF&*-)!CF!CH@CG[8m!CF@CF%[8l8m==================
110503,A---_---)!CF!CF@CF[8l!CF4#CF&*)!CF@CF[8m!CF@CF%[8l8m==================
110504,A---_---)!CF!CF@CF[8l!CF4#CF&*)!CF@CF[8m!CG@CF%[8l8m==================
110505,A---_---)!CF!CF@CF[8l!CF4#CF&*)!CF@CF[8m!CH@CF%[8l8m==================
110506,A---_---)!CF!CF@CF[8l!CG4#CF&*)!CG@CF[8m!CH@CF%[8l8m==================
110507,A---_---)!CF!CH@CF[8l!CF4#CF&*)!CF@CF[8m!CF@CF%[8l8m==================
110508,A---_---)!CF!CH@CF[8l!CF4#CF&*)!CF@CF[8m!CG@CF%[8l8m==================
110509,A---_---)!CF!CH@CF[8l!CF4#CF&*)!CF@CF[8m!CH@CF%[8l8m==================
110510,A----_-)!CG@CF[8l4!CG#CF&*-)!CF!CH@CF[8m!CH@CF%[8l8m==================
110511,A---_-)!CF@CF[8l4!CF#CF&*-)!CF!CH#CF&(4)!CH@CF[8l=====================
110512,A---_-)!CF@CF[8l4!CF#CF&*-)!CF!CH#CF&(4)!CH@CG[8l=====================
110513,A---_-)!CF@CF[8l4!CG#CF&*-)!CF!CH#CF&(4)!CG@CG[8l=====================
110514,A---_-)!CF@CF[8l4!CG#CF&*-)!CF!CH#CF&(4)!CH@CG[8l=====================
110515,A---_-)!CF@CF[8l4!CG#CF&*-)!CF!CH#CF&(4)!CH@CH[8l=====================
110516,A_--_---)!CF!CF@CF[8l!CF4#CF&*)!CF!CF@CF[8l4!CH=======================
110517,A_--_---)!CF!CF@CF[8l!CF4#CF&*)!CF!CG@CF[8l4!CH=======================
110518,A_--_---)!CF!CF@CF[8l!CG4#CF&*)!CF!CG@CF[8l4!CG=======================
